event_id,event_name,start_date_time,end_date_time,event_agency,event_type,event_borough,event_location,street_closure_type,community_board,police_precinct,event_street_side,event_date
380029,IDNYC Mobile Command Center at Williamsbridge Oval Park,2017-11-21 10:00:00,2017-11-21 16:00:00,Parks Department,Special Event,Bronx,Williamsbridge Oval: Scenic Tables ,N/A,"7, ","52, ",,2017-11-21
369856,Lawn Maintenance,2017-11-23 00:00:00,2017-11-23 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Magnolia Lawn ,N/A,"5, ","13, ",,2017-11-23
380288,Crotona Park's 2nd Annual Community Service Day,2017-11-18 10:00:00,2017-11-18 14:00:00,Parks Department,Special Event,Bronx,Crotona Park: Amphitheater ,N/A,"3, ","42, ",,2017-11-18
369856,Lawn Maintenance,2017-11-26 00:00:00,2017-11-26 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Magnolia Lawn ,N/A,"5, ","13, ",,2017-11-26
375525,East Meadow Winter CLosure,2017-11-26 00:00:00,2017-11-26 23:59:00,Parks Department,Construction,Manhattan,Central Park: East Meadow ,N/A,"64, ","22, ",,2017-11-26
317527,Miscellaneous,2017-11-20 08:00:00,2017-11-20 20:00:00,Parks Department,Special Event,Manhattan,"Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",N/A,"5, ","13, ",,2017-11-20
372183,Holiday Live Tree Display,2017-11-29 06:00:00,2017-11-29 20:00:00,Parks Department,Special Event,Manhattan,Central Park: Grand Army Plaza - Pulitzer Fountain ,N/A,"5, ","18, ",,2017-11-29
369861,Lawn Maintenance,2017-11-14 00:00:00,2017-11-14 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Sol Lewitt / 25th St Lawn South ,N/A,"5, ","13, ",,2017-11-14
369858,Lawn Maintenance,2017-11-29 00:00:00,2017-11-29 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-11-29
320105,St. Anthony Flea Market,2017-11-10 09:00:00,2017-11-10 18:00:00,Street Activity Permit Office,Sidewalk Sale,Manhattan, WEST HOUSTON STREET between THOMPSON STREET and MACDOUGAL STREET,Sidewalk and Curb Lane Closure ,"2, ","1, 6, ",South,2017-11-10
375524,Great Hill Winter Closure,2017-11-21 00:00:00,2017-11-21 01:00:00,Parks Department,Construction,Manhattan,Central Park: Great Hill Oval ,N/A,"64, ","22, ",,2017-11-21
320462,Athletic Event Non Sports ,2017-11-16 13:30:00,2017-11-16 17:30:00,Parks Department,Special Event,Manhattan,Central Park: North Reservoir Landscape A ,N/A,"64, ","22, ",,2017-11-16
380259,Closed for renervations,2017-12-06 08:00:00,2017-12-06 20:00:00,Parks Department,Construction,Manhattan,"Col. Young Playground: Baseball-04 ,Col. Young Playground: Softball-01 ,Col. Young Playground: Softball-02 ,Col. Young Playground: Softball-03 ,Holcombe Rucker Park: Softball-01 ,Thomas Jefferson Park: Soccer-01 ",N/A,"10, 11, ","23, 32, ",,2017-12-06
317955,57 Street Greenmarket Wednesday  Saturday,2017-11-29 08:00:00,2017-11-29 18:00:00,Street Activity Permit Office,Farmers Market,Manhattan, 10 AVENUE between WEST   57 STREET and WEST   58 STREET,Sidewalk and Curb Lane Closure ,"4, ","18, ",East,2017-11-29
325310,Kings County Hospital Market,2017-11-22 07:00:00,2017-11-22 18:00:00,Street Activity Permit Office,Farmers Market,Brooklyn,451 CLARKSON AVENUE between EAST   37 STREET and EAST   38 STREET,Partial Sidewalk Closure ,"17, 9, ","67, 71, ",East,2017-11-22
375840,Winter Village at Bryant Park,2017-11-15 00:00:00,2017-11-15 23:59:00,Parks Department,Special Event,Manhattan,Bryant Park: Bryant Park ,N/A,"5, ","14, ",,2017-11-15
366760,Field Reconstruction,2017-12-08 06:00:00,2017-12-08 23:00:00,Parks Department,Construction,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",N/A,"11, ","25, ",,2017-12-08
378351,Celebration,2017-11-12 11:30:00,2017-11-12 13:30:00,Parks Department,Special Event,Manhattan,Central Park: Bethesda Fountain Terrace ,N/A,"64, ","22, ",,2017-11-12
324466,Harvest Home Jacobi Farmers Market,2017-11-24 07:00:00,2017-11-24 05:00:00,Street Activity Permit Office,Farmers Market,Bronx, PELHAM PKWY SOUTH between WILSON AVENUE and EASTCHESTER ROAD,Partial Sidewalk Closure ,"11, ","49, ",North,2017-11-24
372183,Holiday Live Tree Display,2017-11-20 06:00:00,2017-11-20 20:00:00,Parks Department,Special Event,Manhattan,Central Park: Grand Army Plaza - Pulitzer Fountain ,N/A,"5, ","18, ",,2017-11-20
320250,Super Soccer Stars Fall 2017,2017-11-25 09:00:00,2017-11-25 12:30:00,Parks Department,Special Event,Brooklyn,South Oxford Park: Lawn ,N/A,"2, ","88, ",,2017-11-25
379046,Union Square Holiday market,2017-12-09 00:00:00,2017-12-09 23:59:00,Parks Department,Special Event,Manhattan,Union Square Park: South Plaza ,N/A,"5, ","13, ",,2017-12-09
358883,Athletic Event Non Sports ,2017-11-21 13:00:00,2017-11-21 17:00:00,Parks Department,Special Event,Manhattan,Central Park: Dead Road South ,N/A,"64, ","22, ",,2017-11-21
381152,"Dana Ctr Lawn Winter Closure until May 1, 2018",2017-12-01 00:00:00,2017-12-01 23:59:00,Parks Department,Construction,Manhattan,Central Park: Dana Discovery Center Lawn ,N/A,"64, ","22, ",,2017-12-01
369032,Celebration,2017-12-02 16:00:00,2017-12-02 18:00:00,Parks Department,Special Event,Manhattan,Washington Square Park: Fountain Plaza ,N/A,"2, ","6, ",,2017-12-02
369850,Lawn Maintenance,2017-11-26 00:00:00,2017-11-26 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Center Lawn ,N/A,"5, ","13, ",,2017-11-26
325317,Lenox Market,2017-11-11 07:00:00,2017-11-11 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan, LENOX AVENUE between WEST  117 STREET and WEST  118 STREET,Sidewalk and Curb Lane Closure ,"10, ","28, ",North,2017-11-11
320105,St. Anthony Flea Market,2017-12-03 09:00:00,2017-12-03 18:00:00,Street Activity Permit Office,Sidewalk Sale,Manhattan, WEST HOUSTON STREET between THOMPSON STREET and MACDOUGAL STREET,Sidewalk and Curb Lane Closure ,"2, ","1, 6, ",South,2017-12-03
376356,Billy Johnson Playground Lawn reconstruction,2017-11-25 00:00:00,2017-11-25 23:00:00,Parks Department,Construction,Manhattan,Central Park: Johnson Playground Lawns ,N/A,"64, ","22, ",,2017-11-25
317951,Elmhurst Hospital Tuesdays,2017-11-14 08:00:00,2017-11-14 17:00:00,Street Activity Permit Office,Farmers Market,Queens, 41 AVENUE between 80 STREET and 81 STREET,Sidewalk and Curb Lane Closure ,"4, ","110, ",South,2017-11-14
377758,Bad Cats,2017-11-15 00:01:00,2017-11-16 23:59:00,Street Activity Permit Office,Street Event,Manhattan, WEST   18 STREET between 6 AVENUE and 7 AVENUE,Curb Lane Only,"4, ","13, ",North,2017-11-15
320723,Holy Hour,2017-12-10 10:30:00,2017-12-10 12:00:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Vatican Pavillion ,N/A,"81, ","110, ",,2017-12-10
372183,Holiday Live Tree Display,2017-11-28 06:00:00,2017-11-28 20:00:00,Parks Department,Special Event,Manhattan,Central Park: Grand Army Plaza - Pulitzer Fountain ,N/A,"5, ","18, ",,2017-11-28
317499,(2017) Green Market (Jan - Dec),2017-11-15 08:00:00,2017-11-15 20:00:00,Parks Department,Special Event,Manhattan,Union Square Park: North Plaza ,N/A,"5, ","13, ",,2017-11-15
375840,Winter Village at Bryant Park,2017-12-10 00:00:00,2017-12-10 23:59:00,Parks Department,Special Event,Manhattan,Bryant Park: Bryant Park ,N/A,"5, ","14, ",,2017-12-10
369429,Ai WeiWei Installation,2017-11-29 01:00:00,2017-11-29 22:00:00,Parks Department,Special Event,Manhattan,Washington Square Park: Arch Plaza ,N/A,"2, ","6, ",,2017-11-29
322415,Sidewalk Sale Days,2017-11-26 09:00:00,2017-11-26 21:30:00,Street Activity Permit Office,Sidewalk Sale,Brooklyn, GRAHAM AVENUE between BROADWAY and BOERUM STREET,Partial Sidewalk Closure ,"1, ","90, 94, ",Both,2017-11-26
381152,"Dana Ctr Lawn Winter Closure until May 1, 2018",2017-12-02 00:00:00,2017-12-02 23:59:00,Parks Department,Construction,Manhattan,Central Park: Dana Discovery Center Lawn ,N/A,"64, ","22, ",,2017-12-02
316793,2017 NO AMPLIFED SOUND,2017-11-12 07:00:00,2017-11-12 21:00:00,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell ,N/A,"10, ","30, ",,2017-11-12
335783,"October, November December model aircraft flying",2017-11-30 09:00:00,2017-11-30 20:00:00,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field ,N/A,"2, ","122, ",,2017-11-30
320250,Super Soccer Stars Fall 2017,2017-11-18 09:00:00,2017-11-18 12:30:00,Parks Department,Special Event,Brooklyn,South Oxford Park: Lawn ,N/A,"2, ","88, ",,2017-11-18
330035,Marcy Park Farmer's Market,2017-11-23 08:00:00,2017-11-23 16:00:00,Parks Department,Special Event,Brooklyn,Marcy Playground: Marcy Playground ,N/A,"3, ","79, ",,2017-11-23
375624,The American Art Fair at Bohemian Hall: 321 E. 73rd St.,2017-11-16 08:00:00,2017-11-16 22:00:00,Street Activity Permit Office,Production Event,Manhattan, EAST   73 STREET between 1 AVENUE and 2 AVENUE,Curb Lane Only,"8, ","19, ",North,2017-11-16
369429,Ai WeiWei Installation,2017-11-23 01:00:00,2017-11-23 22:00:00,Parks Department,Special Event,Manhattan,Washington Square Park: Arch Plaza ,N/A,"2, ","6, ",,2017-11-23
317757,Miscellaneous,2017-11-19 00:00:00,2017-11-19 23:59:00,Parks Department,Special Event,Manhattan,"St. Nicholas Park: West 135th Street Lawn ,St. Nicholas Park: West 135th Street Plaza ,St. Nicholas Park: West 135th Street Sidewalk ",N/A,"9, ","26, ",,2017-11-19
376143,Walker Park Afterschool,2017-11-15 11:00:00,2017-11-15 19:00:00,Parks Department,Special Event,Staten Island,Walker Park: Walker Park - Whole Park ,N/A,"1, ","120, ",,2017-11-15
369858,Lawn Maintenance,2017-11-19 00:00:00,2017-11-19 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-11-19
329850,Birch Family Services 5k,2017-11-11 12:00:00,2017-11-11 16:00:00,Hudson River Park Trust,Special Event,Manhattan,HRPT Piers: Pier 64   ,N/A,"4, ","10, ",,2017-11-11
338048,Radio Control Airplanes,2017-11-28 08:00:00,2017-11-28 14:00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park ,N/A,"10, ","45, ",,2017-11-28
341583,Marcus Garvey Park Alliance,2017-11-18 08:00:00,2017-11-18 08:00:00,Street Activity Permit Office,Farmers Market,Manhattan, MOUNT MORRIS PARK WEST between WEST  124 STREET and WEST  123 STREET,Partial Sidewalk Closure ,"10, 11, ","25, 28, ",West,2017-11-18
378450,Miscellaneous,2017-11-10 09:00:00,2017-11-10 14:00:00,Parks Department,Special Event,Brooklyn,"Herbert Von King Park: Large Lawn ,Herbert Von King Park: Baseball-01 ,Herbert Von King Park: Lawn at Greene & Marcy ,Herbert Von King Park: Picnic Area Near Baseball Field ,Herbert Von King Park: Playground BBQ Area ",N/A,"03, 3, ","79, ",,2017-11-10
320630,Super Soccer Stars North PPP Fall2017,2017-11-13 09:00:00,2017-11-13 17:45:00,Parks Department,Special Event,Brooklyn,Prospect Park: Nellie's Lawn ,N/A,"55, ","78, ",,2017-11-13
369856,Lawn Maintenance,2017-12-05 00:00:00,2017-12-05 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Magnolia Lawn ,N/A,"5, ","13, ",,2017-12-05
324471,East Harlem Farmer's Market,2017-11-16 07:00:00,2017-11-16 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan, EAST  104 STREET between SECOND AVENUE and THIRD AVENUE,Full Street Closure ,"11, ","23, ",Full,2017-11-16
338048,Radio Control Airplanes,2017-11-20 08:00:00,2017-11-20 14:00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park ,N/A,"10, ","45, ",,2017-11-20
375525,East Meadow Winter CLosure,2017-12-03 00:00:00,2017-12-03 23:59:00,Parks Department,Construction,Manhattan,Central Park: East Meadow ,N/A,"64, ","22, ",,2017-12-03
339617,Cunningham Park Farmers Market,2017-11-19 09:00:00,2017-11-19 14:00:00,Parks Department,Special Event,Queens,Cunningham Park: Movie Night/Stage/Concert Area ,N/A,"8, ","107, ",,2017-11-19
317955,57 Street Greenmarket Wednesday  Saturday,2017-11-25 08:00:00,2017-11-25 18:00:00,Street Activity Permit Office,Farmers Market,Manhattan, 10 AVENUE between WEST   57 STREET and WEST   58 STREET,Sidewalk and Curb Lane Closure ,"4, ","18, ",East,2017-11-25
316808,2017 NO AMPLIFIED SOUND,2017-11-18 07:00:00,2017-11-18 21:00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Old Bandshell ,N/A,"3, ","9, ",,2017-11-18
375633,SIBA Toys-2-Toys Motorcycle Run and Toy Drive,2017-11-12 10:00:00,2017-11-12 13:00:00,Parks Department,Special Event,Staten Island,Franklin D Roosevelt Boardwalk and Beach: Parking Lot 8 Lincoln Avenue - BBQ Area ,N/A,"95, ","122, ",,2017-11-12
364912,Miscellaneous,2017-12-09 08:00:00,2017-12-09 20:00:00,Parks Department,Construction,Queens,"Flushing Meadows Corona Park: Cricket-17 ,Flushing Meadows Corona Park: Cricket-19 ,Flushing Meadows Corona Park: Festival Site ",N/A,"81, ","110, ",,2017-12-09
337410,Grand Illumination,2017-12-01 19:00:00,2017-12-01 21:00:00,Parks Department,Special Event,Staten Island,Conference House Park: Conference House Park ,N/A,"3, ","123, ",,2017-12-01
358771,Staten Island Athletic Club Fun Run,2017-11-16 09:00:00,2017-11-16 11:00:00,Parks Department,Special Event,Staten Island,Clove Lakes Park: Trails Clove Lakes ,N/A,"1, ","120, ",,2017-11-16
369429,Ai WeiWei Installation,2017-11-21 01:00:00,2017-11-21 22:00:00,Parks Department,Special Event,Manhattan,Washington Square Park: Arch Plaza ,N/A,"2, ","6, ",,2017-11-21
369861,Lawn Maintenance,2017-11-23 00:00:00,2017-11-23 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Sol Lewitt / 25th St Lawn South ,N/A,"5, ","13, ",,2017-11-23
371573,Foot Locker Northeast Regional,2017-11-25 09:00:00,2017-11-25 14:00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Cross Country Parade Ground Broadway 1 ,N/A,"26, ","50, ",,2017-11-25
320105,St. Anthony Flea Market,2017-12-10 09:00:00,2017-12-10 18:00:00,Street Activity Permit Office,Sidewalk Sale,Manhattan, WEST HOUSTON STREET between THOMPSON STREET and MACDOUGAL STREET,Sidewalk and Curb Lane Closure ,"2, ","1, 6, ",South,2017-12-10
364491,CULTURAL ART ENGAGEMENT,2017-11-16 09:00:00,2017-11-16 12:00:00,Parks Department,Special Event,Brooklyn,Howard Playground: Howard Playground ,N/A,"16, ","73, ",,2017-11-16
379046,Union Square Holiday market,2017-12-01 00:00:00,2017-12-01 23:59:00,Parks Department,Special Event,Manhattan,Union Square Park: South Plaza ,N/A,"5, ","13, ",,2017-12-01
380145,History of Van Cortlandt,2017-11-25 11:00:00,2017-11-25 13:00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Nature Center Garden   ,N/A,"26, ","50, ",,2017-11-25
369850,Lawn Maintenance,2017-11-29 00:00:00,2017-11-29 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Center Lawn ,N/A,"5, ","13, ",,2017-11-29
374473,It's Showtime NYC,2017-11-10 12:00:00,2017-11-10 16:00:00,Parks Department,Special Event,Manhattan,Battery Park: Castle Clinton Plaza ,N/A,"1, ","1, ",,2017-11-10
338048,Radio Control Airplanes,2017-11-24 08:00:00,2017-11-24 14:00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park ,N/A,"10, ","45, ",,2017-11-24
358771,Staten Island Athletic Club Fun Run,2017-11-11 09:00:00,2017-11-11 11:00:00,Parks Department,Special Event,Staten Island,Clove Lakes Park: Trails Clove Lakes ,N/A,"1, ","120, ",,2017-11-11
376700,OCTOBER SYNTHETIC TURF CARE,2017-11-19 06:00:00,2017-11-19 15:00:00,Parks Department,Construction,Queens,"Grover Cleveland Playground: Soccer-01 ,Grover Cleveland Playground: Soccer-02 ,Murray Playground: Soccer-01 ,Murray Playground: Soccer-02 ,Big Bush Park: Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02 ,Rockaway Beach Boardwalk: Football-01 ,Flushing Meadows Corona Park: Soccer-04 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-06 ,Kissena Corridor West: Rachel Carson Plgd-Multi Purpose Play Area-01 ,Flushing Meadows Corona Park: Soccer-01 ,Flushing ",N/A,"01, 02, 03, 05, 07, 10, 12, 13, 14, 2, 81, 82, ","101, 102, 103, 104, 105, 106, 108, 109, 110, 114, 115, ",,2017-11-19
375840,Winter Village at Bryant Park,2017-12-06 00:00:00,2017-12-06 23:59:00,Parks Department,Special Event,Manhattan,Bryant Park: Bryant Park ,N/A,"5, ","14, ",,2017-12-06
381186,"E. 102nd Landscape Winter Closure until April 7, 2018",2017-11-29 00:00:00,2017-11-29 23:59:00,Parks Department,Construction,Manhattan,Central Park: East 102nd St Landscape A ,N/A,"64, ","22, ",,2017-11-29
358771,Staten Island Athletic Club Fun Run,2017-11-30 09:00:00,2017-11-30 11:00:00,Parks Department,Special Event,Staten Island,Clove Lakes Park: Trails Clove Lakes ,N/A,"1, ","120, ",,2017-11-30
347893,Woodhull Hospital Youthmarket,2017-07-05 08:00:00,2017-11-22 15:00:00,Street Activity Permit Office,Farmers Market,Brooklyn, MARCUS GARVEY BOULEVARD between BROADWAY and PARK AVENUE,Partial Sidewalk Closure ,"3, ","79, 81, ",West,2017-07-05
335206,Juggling,2017-12-05 12:00:00,2017-12-05 13:00:00,Parks Department,Special Event,Manhattan,Bryant Park: Bryant Park ,N/A,"5, ","14, ",,2017-12-05
358771,Staten Island Athletic Club Fun Run,2017-11-26 09:00:00,2017-11-26 11:00:00,Parks Department,Special Event,Staten Island,Clove Lakes Park: Trails Clove Lakes ,N/A,"1, ","120, ",,2017-11-26
374769,Miscellaneous,2017-11-18 07:00:00,2017-11-18 23:59:00,Parks Department,Construction,Manhattan,"East River Park: Soccer-01 ,East River Park: Track-01 ",N/A,"03, ","9, ",,2017-11-18
321756,La Marquetta/ El Barrio Youthmarket,2017-11-16 11:00:00,2017-11-16 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan, EAST  116 STREET between PARK AVENUE and MADISON AVENUE,Partial Sidewalk Closure ,"11, ","25, ",North,2017-11-16
369850,Lawn Maintenance,2017-11-20 00:00:00,2017-11-20 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Center Lawn ,N/A,"5, ","13, ",,2017-11-20
379046,Union Square Holiday market,2017-12-10 00:00:00,2017-12-10 23:59:00,Parks Department,Special Event,Manhattan,Union Square Park: South Plaza ,N/A,"5, ","13, ",,2017-12-10
379590,UBER TOUR BUS DROP OFF /PICK UP,2017-11-12 06:00:00,2017-11-12 23:30:00,Street Activity Permit Office,Production Event,Manhattan, BROADWAY between EAST   18 STREET and EAST   19 STREET,Curb Lane Only,"5, ","13, ",East,2017-11-12
380597,Turf Maintenance,2017-11-13 07:30:00,2017-11-13 13:30:00,Parks Department,Construction,Manhattan,"Corlears Hook Park: Soccer-01 ,Asser Levy Playground: Mini-Soccer-01 ,Chelsea Park: Soccer-01 ,Sara D. Roosevelt Park: Lion's Gate-Soccer-03 ,Sara D. Roosevelt Park: Nike Field-Soccer-02 ,De Witt Clinton Park: Soccer-01 ",N/A,"03, 04, 06, ","10, 13, 18, 5, 7, ",,2017-11-13
317527,Miscellaneous,2017-11-26 08:00:00,2017-11-26 20:00:00,Parks Department,Special Event,Manhattan,"Union Square Park: Gandhi Statue ,Union Square Park: South Plaza ,Union Square Park: North Plaza ",N/A,"5, ","13, ",,2017-11-26
365144,Flying Radio Controled Model Planes at field,2017-12-02 08:00:00,2017-12-02 19:00:00,Parks Department,Special Event,Brooklyn,Marine Park: Hobby Field ,N/A,"18, ","63, ",,2017-12-02
379046,Union Square Holiday market,2017-11-23 00:00:00,2017-11-23 23:59:00,Parks Department,Special Event,Manhattan,Union Square Park: South Plaza ,N/A,"5, ","13, ",,2017-11-23
318106,Old Cathedral Outdoor Market,2017-11-17 10:00:00,2017-11-17 19:00:00,Street Activity Permit Office,Sidewalk Sale,Manhattan, PRINCE STREET between MOTT STREET and MULBERRY STREET,Sidewalk and Street Closure ,"2, ","5, ",North,2017-11-17
335783,"October, November December model aircraft flying",2017-11-24 09:00:00,2017-11-24 20:00:00,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field ,N/A,"2, ","122, ",,2017-11-24
369134,Tinkergarten class,2017-11-14 10:00:00,2017-11-14 11:15:00,Parks Department,Special Event,Staten Island,Willowbrook Park: Carousel Lawn ,N/A,"2, ","122, ",,2017-11-14
327489,Jamaica Farmers Market,2017-11-11 08:00:00,2017-11-11 18:00:00,Street Activity Permit Office,Farmers Market,Queens,90-40 160 STREET between JAMAICA AVENUE and 90 AVENUE,Sidewalk and Curb Lane Closure ,"12, ","103, ",West,2017-11-11
374185,NYRR Open Run - Canarsie Park,2017-12-02 08:00:00,2017-12-02 09:00:00,Parks Department,Special Event,Brooklyn,Canarsie Park: Canarsie Park ,N/A,"18, ","75, ",,2017-12-02
347757,restoration project,2017-11-28 00:00:00,2017-11-28 23:30:00,Parks Department,Special Event,Manhattan,Morningside Park: West 114th St Picnic Area ,N/A,"9, ","26, ",,2017-11-28
335206,Juggling,2017-11-29 12:00:00,2017-11-29 13:00:00,Parks Department,Special Event,Manhattan,Bryant Park: Bryant Park ,N/A,"5, ","14, ",,2017-11-29
375525,East Meadow Winter CLosure,2017-11-22 00:00:00,2017-11-22 23:59:00,Parks Department,Construction,Manhattan,Central Park: East Meadow ,N/A,"64, ","22, ",,2017-11-22
324814,Model Helicopter Flying,2017-11-13 08:00:00,2017-11-13 19:00:00,Parks Department,Special Event,Brooklyn,Calvert Vaux Park: Hobby Field ,N/A,"13, ","60, ",,2017-11-13
369850,Lawn Maintenance,2017-12-05 00:00:00,2017-12-05 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Center Lawn ,N/A,"5, ","13, ",,2017-12-05
374198,NYRR Open Run -Soundview Park,2017-11-25 08:00:00,2017-11-25 09:00:00,Parks Department,Special Event,Bronx,Soundview Park: Soundview Park ,N/A,"9, ","43, ",,2017-11-25
341583,Marcus Garvey Park Alliance,2017-12-02 08:00:00,2017-12-02 08:00:00,Street Activity Permit Office,Farmers Market,Manhattan, MOUNT MORRIS PARK WEST between WEST  124 STREET and WEST  123 STREET,Partial Sidewalk Closure ,"10, 11, ","25, 28, ",West,2017-12-02
334322,Bushwick Farmers Market,2017-11-18 09:00:00,2017-11-18 15:00:00,Street Activity Permit Office,Farmers Market,Brooklyn, KNICKERBOCKER AVENUE between STARR STREET and SUYDAM STREET,Partial Sidewalk Closure ,"4, ","83, ",East,2017-11-18
379046,Union Square Holiday market,2017-12-06 00:00:00,2017-12-06 23:59:00,Parks Department,Special Event,Manhattan,Union Square Park: South Plaza ,N/A,"5, ","13, ",,2017-12-06
369858,Lawn Maintenance,2017-11-24 00:00:00,2017-11-24 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-11-24
366760,Field Reconstruction,2017-11-26 06:00:00,2017-11-26 23:00:00,Parks Department,Construction,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ",N/A,"11, ","25, ",,2017-11-26
317948,Mount Sinai Greenmarket Wednesday,2017-06-14 08:00:00,2017-11-22 17:00:00,Street Activity Permit Office,Farmers Market,Manhattan, MADISON AVENUE between EAST   98 STREET and EAST   99 STREET,Sidewalk and Curb Lane Closure ,"11, ","23, ",East,2017-06-14
369846,Lawn Maintenance,2017-11-25 00:00:00,2017-11-25 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Farragut Lawn ,N/A,"5, ","13, ",,2017-11-25
372765,Religious Ceremony,2017-11-19 15:00:00,2017-11-19 18:00:00,Street Activity Permit Office,Religious Event,Brooklyn, GALLATIN PLACE between FULTON STREET and LIVINGSTON STREET,Full Street Closure ,"2, ","84, ",Full,2017-11-19
379351,Fall Foliage Walk,2017-11-11 11:00:00,2017-11-11 13:00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Cass Gallagher Nature Trail   ,N/A,"26, ","50, ",,2017-11-11
347757,restoration project,2017-11-12 00:00:00,2017-11-12 23:30:00,Parks Department,Special Event,Manhattan,Morningside Park: West 114th St Picnic Area ,N/A,"9, ","26, ",,2017-11-12
380597,Turf Maintenance,2017-11-14 07:30:00,2017-11-14 13:30:00,Parks Department,Construction,Manhattan,"Corlears Hook Park: Soccer-01 ,Asser Levy Playground: Mini-Soccer-01 ,Chelsea Park: Soccer-01 ,Sara D. Roosevelt Park: Lion's Gate-Soccer-03 ,Sara D. Roosevelt Park: Nike Field-Soccer-02 ,De Witt Clinton Park: Soccer-01 ",N/A,"03, 04, 06, ","10, 13, 18, 5, 7, ",,2017-11-14
381151,World Aids Day Vigil,2017-12-01 18:00:00,2017-12-01 19:00:00,Parks Department,Special Event,Staten Island,Tompkinsville Park: Tompkinsville Park - Whole Park ,N/A,"1, ","120, ",,2017-12-01
369846,Lawn Maintenance,2017-11-15 00:00:00,2017-11-15 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Farragut Lawn ,N/A,"5, ","13, ",,2017-11-15
338048,Radio Control Airplanes,2017-12-07 08:00:00,2017-12-07 14:00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park ,N/A,"10, ","45, ",,2017-12-07
330499,Ridgewood Youthmarket,2017-11-18 08:00:00,2017-11-18 16:00:00,Parks Department,Special Event,Queens,Myrtle Avenue Clemens Triangle  / Ridgewood Veterans Triangle (OLD): Myrtle Avenue Clemens Triangle (Ridgewood Times Bu ,N/A,"5, ","104, ",,2017-11-18
321861,"Vigils - November 1, 20, 25 - All Saints, Presentation, Christ the King",2017-11-20 19:30:00,2017-11-20 22:30:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Vatican Pavillion ,N/A,"81, ","110, ",,2017-11-20
320579,Athletic Event Non Sports ,2017-11-14 15:15:00,2017-11-14 17:30:00,Parks Department,Special Event,Manhattan,Central Park: Lawn North of Levin Playground ,N/A,"64, ","22, ",,2017-11-14
366725,Protest against Human Right Violations in Vietnam,2017-12-08 13:00:00,2017-12-08 16:00:00,Parks Department,Special Event,Manhattan,Ralph Bunche Park: Isaiah Wall Plaza ,N/A,"6, ","17, ",,2017-12-08
368351,Miscellaneous,2017-09-01 00:01:00,2017-11-30 23:59:00,Parks Department,Construction,Bronx,"Van Cortlandt Park: Soccer-01 ,Van Cortlandt Park: Parade Ground-Soccer-03 ",N/A,"26, ","50, ",,2017-09-01
369858,Lawn Maintenance,2017-11-15 00:00:00,2017-11-15 23:58:00,Parks Department,Construction,Manhattan,Madison Square Park: Dogwood / 25th St Lawn North ,N/A,"5, ","13, ",,2017-11-15
